City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
235,Emba,KZ,2022-09-06 04:48:37,48.8264,58.1442,55.42,58,81,13.04,broken clouds
236,Severo-Kurilsk,RU,2022-09-06 04:48:37,50.6789,156.125,55.81,88,94,7.99,overcast clouds
237,Pacific Grove,US,2022-09-06 04:46:31,36.6177,-121.9166,71.82,82,0,5.01,clear sky
238,Sao Luiz Gonzaga,BR,2022-09-06 04:48:37,-28.4083,-54.9608,57.52,97,100,2.89,overcast clouds
239,Kapurthala,IN,2022-09-06 04:48:38,31.3794,75.3847,86.32,63,86,4.34,overcast clouds
240,Platteville,US,2022-09-06 04:48:38,42.7342,-90.4785,68.23,100,0,8.05,clear sky
241,Vao,NC,2022-09-06 04:48:38,-22.6667,167.4833,67.51,60,100,8.68,light rain
242,Port Hawkesbury,CA,2022-09-06 04:46:20,45.6169,-61.3485,62.19,92,75,3.44,broken clouds
243,Pronsk,RU,2022-09-06 04:48:38,54.1048,39.6092,46.22,85,93,11.63,overcast clouds
244,Karratha,AU,2022-09-06 04:48:39,-20.7377,116.8463,78.55,29,0,11.14,clear sky
245,Kulhudhuffushi,MV,2022-09-06 04:48:39,6.6221,73.07,80.11,79,100,18.75,light rain
246,Rabaul,PG,2022-09-06 04:48:39,-4.1967,152.1721,86.49,63,85,11.41,overcast clouds
247,Bengkulu,ID,2022-09-06 04:48:40,-3.8004,102.2655,83.41,69,94,5.23,overcast clouds
248,Hasaki,JP,2022-09-06 04:48:40,35.7333,140.8333,95.29,78,80,17.05,broken clouds
249,Viedma,AR,2022-09-06 04:48:40,-40.8135,-62.9967,65.98,17,78,22.08,broken clouds
250,Saint-Louis,SN,2022-09-06 04:48:40,16.3333,-15.0,82.35,78,76,13.38,broken clouds
251,Pingliang,CN,2022-09-06 04:48:41,35.5392,106.6861,81.25,15,0,6.24,clear sky
252,Whitianga,NZ,2022-09-06 04:48:41,-36.8333,175.7,51.87,47,40,2.75,scattered clouds
253,Cabo San Lucas,MX,2022-09-06 04:46:47,22.8909,-109.9124,85.6,87,100,6.02,overcast clouds
254,Kumukh,RU,2022-09-06 04:48:41,42.1704,47.1161,50.04,96,98,2.82,light rain
255,Gabu,GW,2022-09-06 04:48:42,12.2833,-14.2167,72.82,99,65,4.23,light rain
256,Beyneu,KZ,2022-09-06 04:48:42,45.3167,55.2,60.06,45,91,19.42,overcast clouds
257,Guerrero Negro,MX,2022-09-06 04:48:42,27.9769,-114.0611,75.33,88,11,14.36,few clouds
258,Kondoa,TZ,2022-09-06 04:48:43,-4.9,35.7833,60.33,80,5,5.68,clear sky
259,La Ronge,CA,2022-09-06 04:48:43,55.1001,-105.2842,57.45,77,40,10.36,smoke
260,Yar-Sale,RU,2022-09-06 04:48:43,66.8333,70.8333,41.38,93,100,3.44,light rain
261,Tilichiki,RU,2022-09-06 04:48:44,60.4667,166.1,50.22,48,60,14.34,broken clouds
262,Hovd,MN,2022-09-06 04:48:44,48.0056,91.6419,74.8,19,5,4.72,clear sky
263,Zaysan,KZ,2022-09-06 04:48:44,47.4667,84.8667,86.83,13,0,6.13,clear sky
264,Bontang,ID,2022-09-06 04:48:44,0.1333,117.5,76.01,88,100,8.1,overcast clouds
265,Wau,SS,2022-09-06 04:48:45,7.7029,27.9953,71.02,95,31,3.18,scattered clouds
266,Avera,US,2022-09-06 04:48:45,33.194,-82.5271,74.71,88,99,4.16,overcast clouds
267,Puerto Ayora,EC,2022-09-06 04:48:45,-0.7393,-90.3518,67.55,98,93,1.99,overcast clouds
268,Takoradi,GH,2022-09-06 04:48:46,4.8845,-1.7554,74.08,92,82,4.05,broken clouds
269,Gambela,ET,2022-09-06 04:48:46,8.25,34.5833,71.04,91,79,2.17,broken clouds
270,Alice Springs,AU,2022-09-06 04:48:46,-23.7,133.8833,81.95,23,75,14.97,broken clouds
271,Oksfjord,NO,2022-09-06 04:48:47,70.2396,22.3479,46.47,94,100,6.87,overcast clouds
272,Mithi,PK,2022-09-06 04:48:47,24.7318,69.7981,86.34,55,4,12.12,clear sky
273,Ulladulla,AU,2022-09-06 04:48:47,-35.35,150.4667,58.77,68,98,6.89,overcast clouds
274,Limbang,MY,2022-09-06 04:48:47,4.75,115.0,78.91,92,100,1.7,overcast clouds
275,Ullapool,GB,2022-09-06 04:48:48,57.8987,-5.1604,62.35,95,96,6.29,overcast clouds
276,Necochea,AR,2022-09-06 04:48:48,-38.5473,-58.7368,54.12,47,0,13.49,clear sky
277,Hami,CN,2022-09-06 04:48:48,42.8,93.45,90.23,9,0,4.7,clear sky
278,Isangel,VU,2022-09-06 04:48:49,-19.55,169.2667,71.64,88,100,12.03,heavy intensity rain
279,Gornopravdinsk,RU,2022-09-06 04:49:49,60.05,69.9,51.3,61,45,2.62,scattered clouds
280,Acarau,BR,2022-09-06 04:49:14,-2.8856,-40.12,78.21,83,18,18.1,few clouds
281,Desbiens,CA,2022-09-06 04:49:49,48.4178,-71.9495,49.96,73,0,4.34,clear sky
282,Sisimiut,GL,2022-09-06 04:49:50,66.9395,-53.6735,40.48,86,100,16.55,overcast clouds
283,Paamiut,GL,2022-09-06 04:49:50,61.994,-49.6678,39.52,93,100,9.84,overcast clouds
284,Aksu,CN,2022-09-06 04:49:50,41.1231,80.2644,83.84,15,4,2.77,clear sky
285,College,US,2022-09-06 04:49:16,64.8569,-147.8028,57.15,69,75,0.0,broken clouds
286,Coos Bay,US,2022-09-06 04:46:55,43.3665,-124.2179,61.93,92,0,13.8,clear sky
287,Zhangzhou,CN,2022-09-06 04:49:51,24.5133,117.6556,93.13,70,95,10.38,overcast clouds
288,Tayshet,RU,2022-09-06 04:49:51,55.9342,98.0044,60.78,58,99,6.96,overcast clouds
289,Panaba,MX,2022-09-06 04:49:51,21.2833,-88.2667,75.13,90,10,6.64,clear sky
290,South Sioux City,US,2022-09-06 04:49:51,42.4739,-96.4136,70.2,73,0,6.91,clear sky
291,Bonthe,SL,2022-09-06 04:49:52,7.5264,-12.505,75.07,93,100,4.29,moderate rain
292,Halifax,CA,2022-09-06 04:49:52,44.6453,-63.5724,61.45,81,100,6.91,light rain
293,Redlands,US,2022-09-06 04:49:52,34.0556,-117.1825,92.5,40,0,1.99,clear sky
294,Sibolga,ID,2022-09-06 04:49:53,1.7427,98.7792,85.91,61,94,5.41,overcast clouds
295,Matina,CR,2022-09-06 04:49:53,10.0761,-83.2895,76.5,89,100,1.61,overcast clouds
296,Qiongshan,CN,2022-09-06 04:49:53,20.0058,110.3542,89.58,55,0,8.95,clear sky
297,Oranjestad,AW,2022-09-06 04:49:53,12.524,-70.027,84.15,84,20,9.22,few clouds
298,Daru,PG,2022-09-06 04:49:54,-9.0763,143.2092,80.49,81,74,14.76,broken clouds
299,Nelson Bay,AU,2022-09-06 04:49:54,-32.7167,152.15,62.65,77,74,5.01,light rain
300,Chokurdakh,RU,2022-09-06 04:49:54,70.6333,147.9167,54.18,40,65,7.45,broken clouds
301,Chara,RU,2022-09-06 04:49:55,56.9064,118.2631,52.14,79,100,2.68,light rain
302,Beringovskiy,RU,2022-09-06 04:49:55,63.05,179.3167,38.48,92,100,9.91,light rain
303,Mahanoro,MG,2022-09-06 04:49:55,-19.9,48.8,67.66,86,33,2.8,light rain
304,Batsfjord,NO,2022-09-06 04:49:56,70.6345,29.7185,44.53,75,100,18.41,overcast clouds
305,Masindi,UG,2022-09-06 04:49:56,1.6744,31.715,65.61,93,44,1.9,scattered clouds
306,Hofn,IS,2022-09-06 04:49:56,64.2539,-15.2082,51.89,82,11,9.57,few clouds
307,Beloha,MG,2022-09-06 04:49:56,-25.1667,45.05,72.91,46,0,5.3,clear sky
308,Waipawa,NZ,2022-09-06 04:49:57,-41.4122,175.5153,41.65,63,84,6.78,broken clouds
309,Petropavlovsk-Kamchatskiy,RU,2022-09-06 04:46:19,53.0452,158.6483,70.39,56,75,8.95,broken clouds
310,Plettenberg Bay,ZA,2022-09-06 04:49:57,-34.0527,23.3716,51.73,66,32,7.99,scattered clouds
311,Salym,RU,2022-09-06 04:49:57,60.0625,71.4789,50.34,67,56,2.73,broken clouds
312,Padang,ID,2022-09-06 04:49:58,-0.9492,100.3543,86.05,68,53,5.97,broken clouds
313,Tazovskiy,RU,2022-09-06 04:49:58,67.4667,78.7,38.21,77,86,16.26,overcast clouds
314,Adrar,MR,2022-09-06 04:49:58,20.5022,-10.0711,90.61,28,77,8.84,broken clouds
315,Raver,IN,2022-09-06 04:49:59,21.25,76.0333,85.44,66,62,3.44,broken clouds
316,Caravelas,BR,2022-09-06 04:49:59,-17.7125,-39.2481,69.1,80,100,10.94,overcast clouds
317,Kaspiysk,RU,2022-09-06 04:49:59,42.8816,47.6392,59.23,82,40,8.99,scattered clouds
318,Gainesville,US,2022-09-06 04:46:18,29.6516,-82.3248,80.1,87,20,4.61,few clouds
319,Umm Lajj,SA,2022-09-06 04:50:00,25.0213,37.2685,85.82,71,0,5.68,clear sky
320,Husavik,IS,2022-09-06 04:50:00,66.0449,-17.3389,50.29,85,100,1.12,overcast clouds
321,Anshun,CN,2022-09-06 04:50:00,26.25,105.9333,77.59,41,17,6.87,few clouds
322,Marienburg,PL,2022-09-06 04:48:01,54.0359,19.0266,48.87,72,52,4.94,broken clouds
323,Eyl,SO,2022-09-06 04:51:03,7.9803,49.8164,80.51,59,4,27.11,clear sky
324,Klaksvik,FO,2022-09-06 04:51:04,62.2266,-6.589,56.32,97,96,22.86,overcast clouds
325,Keta,GH,2022-09-06 04:51:05,5.9179,0.9879,75.42,88,22,7.31,few clouds
326,Manjacaze,MZ,2022-09-06 04:51:07,-24.7117,33.8828,69.55,85,65,11.7,broken clouds
327,Aasiaat,GL,2022-09-06 04:51:09,68.7098,-52.8699,36.73,94,100,5.35,light rain
328,Antalaha,MG,2022-09-06 04:51:10,-14.9003,50.2788,71.19,87,58,10.04,light rain
329,Axim,GH,2022-09-06 04:51:12,4.8699,-2.2405,74.48,91,92,4.34,overcast clouds
330,Lukulu,ZM,2022-09-06 04:51:14,-14.3707,23.242,63.37,29,0,4.21,clear sky
331,Gizo,SB,2022-09-06 04:51:17,-8.103,156.8419,83.73,73,20,8.12,light rain
332,Meadow Lake,US,2022-09-06 04:51:18,34.8014,-106.5436,78.28,45,74,8.72,broken clouds
333,Palauig,PH,2022-09-06 04:51:20,15.435,119.9045,84.45,78,100,8.86,light rain
334,Ulmeni,RO,2022-09-06 04:51:21,47.4667,23.3,54.14,74,51,2.62,broken clouds
335,Morogoro,TZ,2022-09-06 04:51:23,-6.8167,37.6667,69.15,73,19,1.28,few clouds
336,Kavieng,PG,2022-09-06 04:51:26,-2.5744,150.7967,85.32,62,82,7.34,broken clouds
337,Waraseoni,IN,2022-09-06 04:51:27,21.75,80.0333,85.06,73,14,3.67,few clouds
338,Smolenka,RU,2022-09-06 04:51:30,52.1352,113.4974,68.07,32,96,2.24,overcast clouds
339,Yumen,CN,2022-09-06 04:51:31,40.2833,97.2,83.25,9,0,19.91,clear sky
340,Dunedin,NZ,2022-09-06 04:51:33,-45.8742,170.5036,46.8,67,82,8.99,broken clouds
341,Prince Rupert,CA,2022-09-06 04:51:34,54.3161,-130.3201,55.49,85,40,17.27,scattered clouds
342,Hamina,FI,2022-09-06 04:51:36,60.5697,27.1979,43.88,74,71,9.55,broken clouds
343,Sao Joao Da Barra,BR,2022-09-06 04:51:37,-21.6403,-41.0511,66.9,66,100,7.4,overcast clouds
344,Cairns,AU,2022-09-06 04:48:23,-16.9167,145.7667,85.06,66,100,12.66,overcast clouds
345,Meiganga,CM,2022-09-06 04:51:41,6.5167,14.3,63.68,98,94,1.66,overcast clouds
346,Gimli,CA,2022-09-06 04:51:43,50.6336,-96.9907,69.82,73,37,23.02,scattered clouds
347,Lavrentiya,RU,2022-09-06 04:51:45,65.5833,-171.0,43.48,96,100,4.7,overcast clouds
348,Skegness,GB,2022-09-06 04:51:48,53.1436,0.3363,59.07,90,90,8.99,overcast clouds
349,Gonen,TR,2022-09-06 04:51:50,40.1049,27.654,70.02,46,28,17.05,scattered clouds
350,Kostomuksha,RU,2022-09-06 04:51:53,64.571,30.5767,42.8,93,100,6.87,light rain
351,High Level,CA,2022-09-06 04:50:07,58.5169,-117.136,51.91,87,40,4.61,scattered clouds
352,Ramsar,IR,2022-09-06 04:51:58,36.9226,50.6426,80.04,78,75,13.8,broken clouds
353,Bam,IR,2022-09-06 04:52:00,29.106,58.357,89.56,8,0,13.13,clear sky
354,Katobu,ID,2022-09-06 04:52:02,-4.9408,122.5276,82.65,64,100,5.82,overcast clouds
355,Acara,BR,2022-09-06 04:52:03,-1.9608,-48.1967,71.44,98,30,3.02,scattered clouds
356,Havre-Saint-Pierre,CA,2022-09-06 04:52:06,50.2334,-63.5986,51.8,93,0,3.44,clear sky
357,Kahului,US,2022-09-06 04:52:06,20.8947,-156.47,82.42,78,40,12.66,scattered clouds
358,Khabary,RU,2022-09-06 04:52:06,53.6259,79.5345,75.97,24,97,9.17,overcast clouds
359,Grindavik,IS,2022-09-06 04:52:07,63.8424,-22.4338,46.87,100,20,4.61,fog
360,Luderitz,NA,2022-09-06 04:52:07,-26.6481,15.1594,55.56,53,0,12.1,clear sky
361,Nome,US,2022-09-06 04:52:07,64.5011,-165.4064,50.07,87,100,11.5,overcast clouds
362,Louis Trichardt,ZA,2022-09-06 04:52:08,-23.0439,29.9032,57.99,82,33,11.03,scattered clouds
363,Santa Maria Da Vitoria,BR,2022-09-06 04:52:08,-13.3947,-44.1886,71.33,55,7,7.61,clear sky
364,Quesnel,CA,2022-09-06 04:52:08,52.9999,-122.5029,50.5,87,75,0.0,broken clouds
365,Hobyo,SO,2022-09-06 04:52:09,5.3505,48.5268,78.37,73,10,24.2,clear sky
366,Palmer,US,2022-09-06 04:52:09,42.1584,-72.3287,65.57,84,100,4.61,moderate rain
367,Laguna,US,2022-09-06 04:52:09,38.421,-121.4238,97.63,29,0,6.91,clear sky
368,Sydney Mines,CA,2022-09-06 04:52:09,46.2367,-60.2177,63.18,86,75,11.5,broken clouds
369,Ixtapa,MX,2022-09-06 04:53:10,20.7,-105.2,80.22,88,100,4.9,overcast clouds
370,Namibe,AO,2022-09-06 04:53:11,-15.1961,12.1522,60.33,91,34,1.59,scattered clouds
371,Moerai,PF,2022-09-06 04:53:11,-22.4333,-151.3333,73.83,81,9,18.77,light rain
372,Mitsamiouli,KM,2022-09-06 04:53:11,-11.3847,43.2844,68.29,77,20,5.75,few clouds
373,Alta Floresta,BR,2022-09-06 04:53:12,-9.8756,-56.0861,76.75,37,62,1.9,broken clouds
374,Lagoa,PT,2022-09-06 04:53:12,39.05,-27.9833,72.9,85,99,9.22,overcast clouds
375,Cockburn Town,TC,2022-09-06 04:53:13,21.4612,-71.1419,82.98,74,30,9.24,scattered clouds
376,Aljezur,PT,2022-09-06 04:53:13,37.3191,-8.8033,64.98,97,9,4.16,clear sky
377,Maceio,BR,2022-09-06 04:53:13,-9.6658,-35.7353,72.84,94,75,5.75,broken clouds
378,Faya,SA,2022-09-06 04:53:14,18.3851,42.4509,66.31,39,1,3.78,clear sky
379,Nizhniy Baskunchak,RU,2022-09-06 04:53:14,48.2198,46.8311,60.73,36,47,6.58,scattered clouds
380,Dobson,US,2022-09-06 04:53:14,36.3957,-80.7226,72.39,100,100,3.44,mist
381,Stornoway,GB,2022-09-06 04:53:15,58.2093,-6.3865,57.16,93,93,3.44,overcast clouds
382,Magnitogorsk,RU,2022-09-06 04:53:15,53.4186,59.0472,49.03,71,100,13.42,overcast clouds
383,Lubango,AO,2022-09-06 04:53:15,-14.9172,13.4925,59.16,33,4,6.55,clear sky
384,Kidal,ML,2022-09-06 04:53:15,18.4411,1.4078,88.23,30,2,6.11,clear sky
385,Ismailia,EG,2022-09-06 04:53:16,30.6043,32.2723,74.8,81,0,7.2,clear sky
386,Kang,BW,2022-09-06 04:53:16,-23.6752,22.7876,51.49,33,67,9.17,broken clouds
387,Chabahar,IR,2022-09-06 04:53:16,25.2919,60.643,82.89,76,9,11.16,clear sky
388,Ongandjera,NA,2022-09-06 04:53:17,-17.8833,15.0667,61.41,18,2,9.26,clear sky
389,Shakawe,BW,2022-09-06 04:53:17,-18.3667,21.85,60.78,26,0,6.89,clear sky
390,Cidreira,BR,2022-09-06 04:53:18,-30.1811,-50.2056,60.44,84,97,18.05,overcast clouds
391,Emerald,AU,2022-09-06 04:53:18,-23.5333,148.1667,74.34,43,58,10.4,broken clouds
392,Kazachinskoye,RU,2022-09-06 04:53:18,57.6953,93.2761,46.96,97,100,5.79,moderate rain
393,Saint-Georges,GD,2022-09-06 04:53:19,12.0564,-61.7485,81.19,79,92,8.55,overcast clouds
394,Eureka,US,2022-09-06 04:53:19,40.8021,-124.1637,68.67,92,10,1.52,clear sky
395,Alghero,IT,2022-09-06 04:53:19,40.5589,8.3181,73.49,94,20,1.14,few clouds
396,Taksimo,RU,2022-09-06 04:53:20,56.3444,114.8794,60.53,50,96,3.85,light rain
397,Coihaique,CL,2022-09-06 04:53:20,-45.5752,-72.0662,41.61,93,100,2.3,moderate rain
398,Sao Felix Do Xingu,BR,2022-09-06 04:53:21,-6.6447,-51.995,77.45,48,75,0.49,broken clouds
399,Saint Anthony,US,2022-09-06 04:53:21,45.0205,-93.218,66.13,73,0,4.61,clear sky
400,Svetlogorsk,BY,2022-09-06 04:53:21,52.6333,29.7333,47.35,71,100,6.58,overcast clouds
401,Nicoya,CR,2022-09-06 04:53:22,10.1483,-85.452,74.26,91,99,0.98,overcast clouds
402,Marathon,US,2022-09-06 04:53:22,44.9,-89.7668,56.73,91,0,5.75,clear sky
403,Kosiv,UA,2022-09-06 04:53:23,48.3107,25.0958,51.94,72,57,0.67,broken clouds
404,San Andres,CO,2022-09-06 04:53:23,12.5847,-81.7006,77.02,100,40,3.44,scattered clouds
405,Hirado,JP,2022-09-06 04:53:23,33.3597,129.5531,76.78,77,100,22.7,overcast clouds
406,Matane,CA,2022-09-06 04:53:24,48.8286,-67.522,47.16,77,8,3.36,clear sky
407,Rodeo,US,2022-09-06 04:53:24,38.033,-122.2669,96.3,31,3,3.0,clear sky
408,Oron,NG,2022-09-06 04:53:24,4.8256,8.2343,74.19,92,98,2.19,overcast clouds
409,Sarangani,PH,2022-09-06 04:53:25,5.4033,125.4636,83.37,69,99,10.42,overcast clouds
410,Santa Isabel,BR,2022-09-06 04:53:25,-23.3156,-46.2214,58.3,92,100,5.37,overcast clouds
411,Martapura,ID,2022-09-06 04:53:25,-3.4167,114.85,86.09,62,40,4.61,scattered clouds
412,Carutapera,BR,2022-09-06 04:53:26,-1.195,-46.02,77.29,87,71,8.57,broken clouds
413,Berlevag,NO,2022-09-06 04:53:26,70.8578,29.0864,44.6,70,100,16.11,overcast clouds
414,Wanxian,CN,2022-09-06 04:53:27,30.8039,108.3897,91.06,49,18,2.15,few clouds
415,Udachnyy,RU,2022-09-06 04:53:27,66.4167,112.4,41.45,93,100,6.44,overcast clouds
416,Sioux Lookout,CA,2022-09-06 04:53:28,50.1001,-91.917,60.87,77,20,6.91,few clouds
417,Nara,JP,2022-09-06 04:54:28,34.6851,135.8049,94.37,33,97,12.41,overcast clouds
418,Alofi,NU,2022-09-06 04:50:46,-19.0595,-169.9187,80.49,69,7,10.36,clear sky
419,Saint-Joseph,RE,2022-09-06 04:54:29,-21.3667,55.6167,71.98,66,19,12.95,few clouds
420,Russell,US,2022-09-06 04:54:29,32.3502,-85.1999,74.48,94,0,3.44,mist
421,Bajil,YE,2022-09-06 04:54:29,15.0584,43.2851,89.62,59,47,6.82,scattered clouds
422,Mount Isa,AU,2022-09-06 04:53:44,-20.7333,139.5,83.97,13,3,6.91,clear sky
423,Shimoda,JP,2022-09-06 04:54:30,34.6667,138.95,88.11,73,69,8.1,broken clouds
424,Sao Miguel Do Araguaia,BR,2022-09-06 04:54:30,-13.275,-50.1628,77.85,30,15,5.86,few clouds
425,Vaitape,PF,2022-09-06 04:54:31,-16.5167,-151.75,78.37,75,12,17.76,few clouds
426,Changde,CN,2022-09-06 04:54:31,29.0464,111.6783,97.14,21,38,6.87,scattered clouds
427,Leh,IN,2022-09-06 04:54:32,34.1667,77.5833,56.08,62,98,2.59,overcast clouds
428,Kingman,US,2022-09-06 04:54:32,35.1894,-114.053,90.88,27,0,4.0,clear sky
429,Geraldton,AU,2022-09-06 04:54:32,-28.7667,114.6,66.61,63,75,17.27,broken clouds
430,Kuusamo,FI,2022-09-06 04:54:33,65.9667,29.1833,44.64,81,40,6.91,scattered clouds
431,Itarema,BR,2022-09-06 04:54:34,-2.9248,-39.9167,77.97,82,15,17.25,few clouds
432,Nurota,UZ,2022-09-06 04:54:35,40.5614,65.6886,92.79,9,0,12.8,clear sky
433,Puerto Carreno,CO,2022-09-06 04:54:36,6.189,-67.4859,73.62,93,63,4.45,broken clouds
434,Nakusp,CA,2022-09-06 04:54:36,50.2499,-117.8023,61.14,44,28,3.44,scattered clouds
435,Komsomolskiy,UZ,2022-09-06 04:54:36,40.4272,71.7189,83.12,30,0,6.91,clear sky
436,Labangan,PH,2022-09-06 04:54:37,7.8654,123.5123,84.52,68,99,5.77,overcast clouds
437,Safaga,EG,2022-09-06 04:54:37,26.7292,33.9365,85.26,45,0,10.69,clear sky
438,Visnes,NO,2022-09-06 04:54:37,59.3556,5.2242,61.83,51,0,10.36,clear sky
439,Smederevska Palanka,RS,2022-09-06 04:54:37,44.3655,20.9589,58.28,82,0,3.4,clear sky
440,Romitan,UZ,2022-09-06 04:54:38,39.9343,64.3814,78.75,41,0,4.61,clear sky
441,Gladstone,AU,2022-09-06 04:54:38,-23.85,151.25,73.33,38,40,17.27,scattered clouds
442,Teya,RU,2022-09-06 04:54:39,60.3778,92.6267,46.13,86,100,8.41,overcast clouds
443,Belaya Gora,RU,2022-09-06 04:54:39,68.5333,146.4167,61.07,29,48,10.02,scattered clouds
444,Cacequi,BR,2022-09-06 04:54:39,-29.8836,-54.825,53.76,90,80,8.55,broken clouds
445,Tournon-Sur-Rhone,FR,2022-09-06 04:54:40,45.0667,4.8333,69.85,90,36,2.71,scattered clouds
446,Moose Factory,CA,2022-09-06 04:54:40,51.2585,-80.6094,59.0,72,75,6.91,broken clouds
447,Kruisfontein,ZA,2022-09-06 04:54:40,-34.0033,24.7314,51.89,65,49,11.7,scattered clouds
448,Andenes,NO,2022-09-06 04:54:41,69.3143,16.1194,46.92,93,75,11.5,light intensity drizzle
449,Lerwick,GB,2022-09-06 04:54:41,60.1545,-1.1494,59.0,90,88,20.54,overcast clouds
450,Port Blair,IN,2022-09-06 04:54:41,11.6667,92.75,77.04,94,100,5.75,moderate rain
451,Taonan,CN,2022-09-06 04:54:42,45.3333,122.7833,58.73,51,60,10.4,broken clouds
452,Coquimbo,CL,2022-09-06 04:54:42,-29.9533,-71.3436,53.33,100,100,3.44,overcast clouds
453,Baft,IR,2022-09-06 04:54:43,29.234,56.6057,72.68,36,0,3.09,clear sky
454,Chadiza,ZM,2022-09-06 04:54:43,-14.0678,32.4392,65.19,45,0,2.42,clear sky
455,Marshall,US,2022-09-06 04:54:43,34.3834,-86.3333,73.71,94,0,0.0,clear sky
456,Sola,VU,2022-09-06 04:54:44,-13.8833,167.55,80.51,73,5,13.04,clear sky
457,Weston,US,2022-09-06 04:54:44,26.1004,-80.3998,85.01,79,12,1.99,few clouds
458,Kenai,US,2022-09-06 04:52:07,60.5544,-151.2583,59.09,87,100,5.75,overcast clouds
459,Yerbogachen,RU,2022-09-06 04:54:45,61.2767,108.0108,46.67,73,100,10.0,light rain
460,Malatya,TR,2022-09-06 04:55:45,38.5,38.0,66.25,46,0,6.91,clear sky
461,Sapa,PH,2022-09-06 04:55:45,5.1544,120.3241,80.42,81,95,5.35,overcast clouds
462,Canutama,BR,2022-09-06 04:55:46,-6.5339,-64.3831,75.34,42,73,1.41,broken clouds
463,Anjiang,CN,2022-09-06 04:55:46,27.3194,110.1031,96.62,19,8,5.64,clear sky
464,Saint-Pierre,RE,2022-09-06 04:55:46,-21.3393,55.4781,73.29,63,0,21.85,clear sky
465,Katherine,AU,2022-09-06 04:55:47,-14.4667,132.2667,95.32,10,36,8.05,scattered clouds
466,Bandarbeyla,SO,2022-09-06 04:55:47,9.4942,50.8122,80.89,60,19,30.04,few clouds
467,Talnakh,RU,2022-09-06 04:55:47,69.4865,88.3972,36.21,98,100,8.57,light rain
468,Nueve De Julio,AR,2022-09-06 04:55:47,-35.4444,-60.8831,52.97,49,0,5.01,clear sky
469,Chegdomyn,RU,2022-09-06 04:55:48,51.1167,133.0167,60.31,82,100,3.36,moderate rain
470,Phalaborwa,ZA,2022-09-06 04:55:48,-23.943,31.1411,63.68,70,57,13.27,broken clouds
