City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Murgab,TM,2022-08-30 20:12:53,37.4966,61.9714,78.15,20,0,9.46
280,Murindo,CO,2022-08-30 20:12:53,6.9848,-76.7544,81.99,88,73,5.3
281,Tual,ID,2022-08-30 20:12:54,-5.6667,132.75,79.66,84,7,13.67
282,Thompson,CA,2022-08-30 20:11:48,55.7435,-97.8558,57.36,47,20,13.8
283,Seoul,KR,2022-08-30 20:11:19,37.5683,126.9778,67.44,100,75,1.14
284,Nantucket,US,2022-08-30 20:07:55,41.2835,-70.0995,80.74,88,0,8.05
285,Raga,SS,2022-08-30 20:12:54,8.4596,25.678,70.38,95,23,3.18
286,Aksarka,RU,2022-08-30 20:12:55,66.5606,67.7975,42.13,79,85,9.89
287,Kalamb,IN,2022-08-30 20:12:55,19.05,73.95,75.78,83,89,4.43
288,San Policarpo,PH,2022-08-30 20:12:55,12.1791,125.5072,79.0,86,75,6.6
289,Udachnyy,RU,2022-08-30 20:12:56,66.4167,112.4,40.77,92,100,8.75
290,Bata,GQ,2022-08-30 20:12:56,1.8639,9.7658,76.55,89,89,6.67
291,Bambanglipuro,ID,2022-08-30 20:12:56,-7.95,110.2833,75.47,89,100,3.49
292,Nelson Bay,AU,2022-08-30 20:12:57,-32.7167,152.15,55.0,87,0,8.99
293,Gedo,ET,2022-08-30 20:12:57,9.0167,37.45,49.35,89,70,1.54
294,Kristiinankaupunki,FI,2022-08-30 20:12:57,62.2743,21.376,49.01,77,10,13.69
295,Whyalla,AU,2022-08-30 20:12:58,-33.0333,137.5833,48.43,74,1,7.2
296,Zhicheng,CN,2022-08-30 20:12:58,30.2956,111.5047,68.77,80,100,1.61
297,Prince Rupert,CA,2022-08-30 20:10:12,54.3161,-130.3201,62.69,88,75,3.44
298,Anloga,GH,2022-08-30 20:12:58,5.7947,0.8973,74.34,93,100,12.77
299,Kodinsk,RU,2022-08-30 20:12:59,58.6881,99.1844,41.36,78,100,4.65
300,Dwarka,IN,2022-08-30 20:12:59,22.2394,68.9678,79.74,84,12,6.93
301,Mount Gambier,AU,2022-08-30 20:12:59,-37.8333,140.7667,44.51,93,100,8.05
302,Malanje,AO,2022-08-30 20:12:59,-9.5402,16.341,76.01,48,63,8.66
303,Santa Rosa,PH,2022-08-30 20:13:00,14.3122,121.1114,81.1,91,70,3.0
304,Zyryanka,RU,2022-08-30 20:12:21,65.75,150.85,41.99,70,0,4.29
305,Belyy Yar,RU,2022-08-30 20:13:00,53.6039,91.3903,50.86,87,32,0.0
306,Havoysund,NO,2022-08-30 20:13:01,70.9963,24.6622,46.63,90,100,14.5
307,Neuquen,AR,2022-08-30 20:10:14,-38.9516,-68.0591,70.68,14,99,1.83
308,Puerto Penasco,MX,2022-08-30 20:13:01,31.3167,-113.5333,89.91,78,5,5.77
309,Kommunarka,RU,2022-08-30 20:13:01,55.5695,37.4893,70.66,73,20,8.95
310,Watsa,CD,2022-08-30 20:13:01,3.0372,29.5355,64.47,98,99,1.32
311,Isangel,VU,2022-08-30 20:13:02,-19.55,169.2667,71.67,63,39,12.01
312,Rudbar,AF,2022-08-30 20:13:02,30.15,62.6,82.17,12,3,7.18
313,Nizwa,OM,2022-08-30 20:13:02,22.9333,57.5333,83.05,42,61,2.75
314,Tshikapa,CD,2022-08-30 20:13:03,-6.4167,20.8,77.92,63,66,3.69
315,Bull Savanna,JM,2022-08-30 20:13:03,17.8868,-77.5902,83.71,65,99,14.81
316,Mezokovesd,HU,2022-08-30 20:13:03,47.8167,20.5833,69.62,46,66,6.93
317,Porto Novo,BJ,2022-08-30 20:13:04,6.4965,2.6036,76.82,92,100,9.48
318,Chunskiy,RU,2022-08-30 20:13:04,56.0815,99.6342,37.81,74,95,3.94
319,Kralendijk,BQ,2022-08-30 20:13:04,12.15,-68.2667,87.78,70,75,14.97
320,Mercedes,AR,2022-08-30 20:13:05,-34.6515,-59.4307,63.95,40,87,12.26
321,Amarante Do Maranhao,BR,2022-08-30 20:14:05,-5.5667,-46.7422,96.44,19,39,6.13
322,Pemangkat,ID,2022-08-30 20:14:05,1.1667,108.9667,76.46,90,100,7.05
323,Sept-Iles,CA,2022-08-30 20:14:06,50.2001,-66.3821,64.92,94,100,4.61
324,Rongcheng,CN,2022-08-30 20:14:06,30.634,117.8517,69.12,94,100,2.93
325,Cockburn Town,TC,2022-08-30 20:11:14,21.4612,-71.1419,83.37,76,98,12.46
326,Kloulklubed,PW,2022-08-30 20:14:07,7.0419,134.2556,83.41,68,100,3.74
327,Bethel,US,2022-08-30 20:14:08,41.3712,-73.414,90.45,59,40,16.11
328,Tazovskiy,RU,2022-08-30 20:14:08,67.4667,78.7,36.25,97,100,19.77
329,Cidreira,BR,2022-08-30 20:14:08,-30.1811,-50.2056,59.0,79,0,14.23
330,Sao Felix Do Xingu,BR,2022-08-30 20:14:09,-6.6447,-51.995,99.1,16,37,2.44
331,Glasgow,GB,2022-08-30 20:14:09,55.8652,-4.2576,59.22,78,100,6.91
332,Naryan-Mar,RU,2022-08-30 20:14:09,67.6713,53.087,42.26,85,84,8.48
333,Campbellton,CA,2022-08-30 20:14:10,48.0075,-66.6727,79.25,65,75,9.46
334,Zhengjiatun,CN,2022-08-30 20:14:10,43.5064,123.5064,58.03,70,26,6.17
335,Hyeres,FR,2022-08-30 20:14:10,43.1167,6.1167,79.45,87,0,3.44
336,Mayo,US,2022-08-30 20:14:11,38.8876,-76.5119,95.11,64,0,17.27
337,Aberdeen,GB,2022-08-30 20:11:40,57.1437,-2.0981,54.19,73,100,2.3
338,Conde,BR,2022-08-30 20:14:11,-7.2597,-34.9075,78.26,69,0,17.27
339,Mishkino,RU,2022-08-30 20:14:12,55.3389,63.9175,65.91,56,61,7.85
340,Salalah,OM,2022-08-30 20:14:12,17.0151,54.0924,77.09,94,75,5.75
341,Russell,US,2022-08-30 20:14:12,32.3502,-85.1999,94.28,55,0,3.44
342,Lompoc,US,2022-08-30 20:14:12,34.6391,-120.4579,91.02,62,0,13.8
343,Yanam,IN,2022-08-30 20:14:13,16.7333,82.2167,79.48,86,51,1.5
344,Progreso,MX,2022-08-30 20:13:31,21.2833,-89.6667,89.71,66,100,15.01
345,Otradnoye,RU,2022-08-30 20:10:34,59.7775,30.8181,54.03,95,100,14.7
346,Colon,PA,2022-08-30 20:14:13,9.3592,-79.9014,87.37,70,74,5.99
347,Vila Franca Do Campo,PT,2022-08-30 20:14:14,37.7167,-25.4333,73.81,84,52,3.06
348,Hambantota,LK,2022-08-30 20:14:14,6.1241,81.1185,77.16,88,100,15.5
349,Goshogawara,JP,2022-08-30 20:14:14,40.8044,140.4414,64.92,99,100,2.17
350,Tripoli,LY,2022-08-30 20:14:15,32.8752,13.1875,81.01,68,0,7.29
351,Tarkwa,GH,2022-08-30 20:14:15,5.3064,-1.9847,72.73,95,100,4.83
352,Mandurah,AU,2022-08-30 20:14:15,-32.55,115.7,50.5,79,0,9.46
353,Hovd,MN,2022-08-30 20:14:16,48.0056,91.6419,56.62,39,60,2.28
354,Yulara,AU,2022-08-30 20:14:16,-25.2406,130.9889,51.98,43,100,14.27
355,Djougou,BJ,2022-08-30 20:14:16,9.7085,1.666,72.19,94,94,2.19
356,Batagay-Alyta,RU,2022-08-30 20:12:20,67.8006,130.4114,45.57,94,100,2.48
357,Kavaratti,IN,2022-08-30 20:14:17,10.5669,72.642,80.19,82,100,19.73
358,Bulaevo,KZ,2022-08-30 20:14:17,54.9056,70.4439,64.74,61,33,6.22
359,Corrales,US,2022-08-30 20:14:17,35.2378,-106.6067,86.88,33,75,13.8
360,Boa Vista,BR,2022-08-30 20:14:18,2.8197,-60.6733,87.78,58,20,5.75
361,Nemuro,JP,2022-08-30 20:14:18,43.3236,145.575,65.21,96,100,10.56
362,Anguillara Sabazia,IT,2022-08-30 20:14:18,42.0875,12.2767,78.93,71,5,2.68
363,College,US,2022-08-30 20:14:19,64.8569,-147.8028,57.52,90,75,6.91
364,Dickinson,US,2022-08-30 20:14:19,29.4608,-95.0513,90.16,75,75,8.05
365,Oyama,JP,2022-08-30 20:14:19,36.3,139.8,75.58,93,100,1.72
366,Sabang,ID,2022-08-30 20:15:20,5.8933,95.3214,79.9,79,100,10.02
367,Benton Harbor,US,2022-08-30 20:14:02,42.1167,-86.4542,79.45,54,0,13.8
368,Alenquer,BR,2022-08-30 20:15:20,-1.9417,-54.7383,96.12,26,89,3.42
369,Plesetsk,RU,2022-08-30 20:15:21,62.708,40.2916,46.18,81,100,5.3
370,Upernavik,GL,2022-08-30 20:15:21,72.7868,-56.1549,39.09,81,93,14.18
371,Bundaberg,AU,2022-08-30 20:15:21,-24.85,152.35,61.21,98,100,1.01
372,Wilmington Island,US,2022-08-30 20:15:22,32.0036,-80.9737,87.89,58,75,0.0
373,Sampit,ID,2022-08-30 20:15:22,-2.5333,112.95,73.47,99,100,1.23
374,Novosheshminsk,RU,2022-08-30 20:15:22,55.0651,51.2338,69.49,55,44,6.91
375,Alice Town,BS,2022-08-30 20:15:22,25.7167,-79.3,85.15,69,6,8.81
376,Umea,SE,2022-08-30 20:15:23,63.8284,20.2597,46.9,100,0,3.44
377,Teya,RU,2022-08-30 20:15:23,60.3778,92.6267,47.73,76,100,10.76
378,Kodiak,US,2022-08-30 20:15:23,57.79,-152.4072,56.71,88,0,6.91
379,San Cristobal,VE,2022-08-30 20:15:24,7.7669,-72.225,86.18,48,15,6.98
380,Dalby,AU,2022-08-30 20:15:24,-27.1833,151.2667,54.99,97,6,0.09
381,La Sarre,CA,2022-08-30 20:15:24,48.8002,-79.1996,68.16,78,100,13.4
382,Boueni,YT,2022-08-30 20:15:25,-12.9025,45.0761,75.18,76,44,10.54
383,Lakhnadon,IN,2022-08-30 20:15:25,22.6,79.6,74.17,90,32,3.65
384,Puerto Escondido,MX,2022-08-30 20:15:25,15.85,-97.0667,86.83,58,40,6.91
385,Paraisopolis,BR,2022-08-30 20:15:25,-22.5542,-45.78,66.04,43,99,5.84
386,Balykshi,KZ,2022-08-30 20:15:26,47.0667,51.8667,71.6,37,0,8.95
387,Asuncion,PY,2022-08-30 20:15:25,-25.3007,-57.6359,76.44,41,0,8.05
388,Haines Junction,CA,2022-08-30 20:15:26,60.7522,-137.5108,60.75,48,99,4.61
389,Chumikan,RU,2022-08-30 20:15:26,54.7183,135.315,54.27,88,96,11.25
390,Dingle,PH,2022-08-30 20:15:27,10.9995,122.6711,76.39,90,91,1.34
391,Husavik,IS,2022-08-30 20:15:27,66.0449,-17.3389,59.88,73,63,18.43
392,Beian,NO,2022-08-30 20:15:27,63.6559,9.5683,52.02,81,40,3.44
393,Tabas,IR,2022-08-30 20:15:28,33.5959,56.9244,81.25,10,0,6.26
394,Gat,IL,2022-08-30 20:15:28,31.61,34.7642,83.39,100,0,5.5
395,Liku,ID,2022-08-30 20:15:28,-0.7275,119.8922,73.89,94,100,1.32
396,Puerto Leguizamo,CO,2022-08-30 20:15:29,-0.1934,-74.7819,79.21,83,51,3.2
397,Nacala,MZ,2022-08-30 20:15:29,-14.5428,40.6728,71.96,84,1,5.88
398,Gizo,SB,2022-08-30 20:15:29,-8.103,156.8419,81.46,77,95,7.9
399,Tungor,RU,2022-08-30 20:15:29,53.3808,142.9564,54.19,92,100,6.62
400,Tateyama,JP,2022-08-30 20:15:30,34.9833,139.8667,75.13,94,75,4.61
401,Saint-Paul,RE,2022-08-30 20:15:30,-21.0096,55.2707,71.71,82,8,1.7
402,Wasilla,US,2022-08-30 20:14:17,61.5814,-149.4394,62.73,72,100,3.44
403,Gewane,ET,2022-08-30 20:15:30,10.1664,40.6453,86.16,48,3,5.84
404,Tanete,ID,2022-08-30 20:15:31,-3.9443,119.7848,72.77,98,100,3.51
405,Saint-Joseph,RE,2022-08-30 20:15:31,-21.3667,55.6167,70.18,82,27,5.23
406,Avera,US,2022-08-30 20:15:31,33.194,-82.5271,89.65,43,12,3.47
407,Yurla,RU,2022-08-30 20:15:32,59.3259,54.3223,60.42,93,100,0.96
408,Laguna,US,2022-08-30 20:15:32,38.421,-121.4238,96.31,38,0,6.91
409,Necochea,AR,2022-08-30 20:15:32,-38.5473,-58.7368,60.71,51,0,13.2
410,Miramar,US,2022-08-30 20:15:33,25.9873,-80.2323,94.01,63,40,13.8
411,Mizdah,LY,2022-08-30 20:15:33,31.4451,12.9801,77.92,46,0,9.71
412,Ebebiyin,GQ,2022-08-30 20:15:33,2.1511,11.3353,68.54,99,90,2.98
413,Narsaq,GL,2022-08-30 20:15:33,60.9167,-46.05,46.62,63,20,5.97
414,Shelburne,CA,2022-08-30 20:15:34,44.0787,-80.2041,72.39,66,98,15.14
415,Juneau,US,2022-08-30 20:16:34,58.3019,-134.4197,56.21,98,100,10.36
416,Rudnogorsk,RU,2022-08-30 20:16:34,57.2639,103.7519,38.62,76,100,6.76
417,Kattivakkam,IN,2022-08-30 20:16:35,13.2167,80.3167,84.29,76,94,4.14
418,Yarkovo,RU,2022-08-30 20:16:35,57.4028,67.0786,62.06,80,32,6.49
419,Tukrah,LY,2022-08-30 20:16:35,32.5341,20.5791,80.37,71,12,9.89
420,Bandarbeyla,SO,2022-08-30 20:16:35,9.4942,50.8122,76.01,84,61,21.0
421,Rio Brilhante,BR,2022-08-30 20:16:36,-21.8019,-54.5464,72.9,42,100,10.36
422,Cabinda,AO,2022-08-30 20:16:36,-5.55,12.2,73.22,88,18,12.21
423,Grand Island,US,2022-08-30 20:16:36,40.925,-98.342,86.29,26,0,5.75
424,Kutum,SD,2022-08-30 20:16:37,14.2,24.6667,80.29,51,6,5.57
425,Praia Da Vitoria,PT,2022-08-30 20:16:37,38.7333,-27.0667,77.25,88,20,2.04
426,Ketchikan,US,2022-08-30 20:16:37,55.3422,-131.6461,63.07,77,20,8.05
427,Vardo,NO,2022-08-30 20:16:38,70.3705,31.1107,44.58,76,0,10.36
428,Dalbandin,PK,2022-08-30 20:16:38,28.8947,64.4101,86.86,12,23,3.49
429,Sao Filipe,CV,2022-08-30 20:16:38,14.8961,-24.4956,78.17,76,57,9.55
430,Kuandian,CN,2022-08-30 20:16:39,40.7286,124.7847,54.57,90,0,4.54
431,Airai,TL,2022-08-30 20:16:39,-8.9266,125.4092,57.22,86,27,2.28
432,Yar-Sale,RU,2022-08-30 20:16:39,66.8333,70.8333,43.52,84,100,18.16
433,Santa Maria,BR,2022-08-30 20:12:07,-29.6842,-53.8069,62.38,63,0,8.95
434,Kizukuri,JP,2022-08-30 20:16:39,40.8061,140.3861,64.94,99,100,2.98
435,Guerrero Negro,MX,2022-08-30 20:16:40,27.9769,-114.0611,81.82,58,14,13.82
436,Laredo,US,2022-08-30 20:16:40,27.5064,-99.5075,93.49,49,40,5.75
437,Coihaique,CL,2022-08-30 20:14:09,-45.5752,-72.0662,43.66,98,100,4.94
438,Voyvozh,RU,2022-08-30 20:16:40,62.892,54.9635,45.28,81,100,4.99
439,Fontenay-Le-Comte,FR,2022-08-30 20:16:41,46.5833,-1.0,72.05,73,48,4.12
440,Longa,CD,2022-08-30 20:16:41,2.8447,24.6776,71.26,95,81,1.52
441,Sarangani,PH,2022-08-30 20:16:41,5.4033,125.4636,81.73,75,92,4.14
442,Manaure,CO,2022-08-30 20:16:42,11.7751,-72.4445,89.13,56,43,19.6
443,Usinsk,RU,2022-08-30 20:16:42,65.9939,57.5281,40.01,79,70,9.19
444,Koregaon,IN,2022-08-30 20:16:42,18.65,74.0833,77.09,81,84,5.57
445,Desaguadero,PE,2022-08-30 20:16:43,-16.5656,-69.0417,56.68,37,23,13.04
446,Alekseyevsk,RU,2022-08-30 20:16:43,57.8406,108.3492,41.11,84,100,9.95
447,Astoria,US,2022-08-30 20:13:20,46.1879,-123.8313,79.43,69,0,11.5
448,San Quintin,MX,2022-08-30 20:16:43,30.4833,-115.95,77.58,70,15,13.53
449,Lagoa,PT,2022-08-30 20:16:44,39.05,-27.9833,73.87,85,63,10.58
450,Imbituba,BR,2022-08-30 20:12:41,-28.24,-48.6703,61.2,66,16,7.58
451,Cedral,MX,2022-08-30 20:16:44,23.8,-100.7333,81.64,38,38,12.08
452,Emba,KZ,2022-08-30 20:16:45,48.8264,58.1442,79.23,26,41,4.63
453,Marrakesh,MA,2022-08-30 20:16:45,31.6315,-8.0083,86.07,45,75,9.22
454,Kupang,ID,2022-08-30 20:16:45,-10.1667,123.5833,74.52,82,62,3.71
455,Katherine,AU,2022-08-30 20:16:46,-14.4667,132.2667,73.72,73,0,6.91
456,Siniscola,IT,2022-08-30 20:16:46,40.5719,9.6922,78.35,73,8,4.99
457,Pacific Grove,US,2022-08-30 20:16:46,36.6177,-121.9166,77.38,78,0,10.36
458,Ouegoa,NC,2022-08-30 20:16:47,-20.35,164.4333,70.61,71,18,12.17
459,Mao,ES,2022-08-30 20:16:47,39.8885,4.2658,79.36,89,20,3.44
460,Moroni,KM,2022-08-30 20:16:47,-11.7022,43.2551,74.34,81,0,4.12
461,Sobolevo,RU,2022-08-30 20:16:47,54.4299,31.8996,57.65,91,0,8.39
462,San Patricio,US,2022-08-30 20:17:48,28.017,-97.5169,89.83,53,100,12.5
463,Champa,IN,2022-08-30 20:17:48,22.05,82.65,81.64,77,97,1.57
464,Rognan,NO,2022-08-30 20:17:49,67.0953,15.3878,50.88,89,100,4.0
465,Shenjiamen,CN,2022-08-30 20:17:49,29.9576,122.298,78.39,89,100,13.06
466,Neyshabur,IR,2022-08-30 20:17:49,36.2133,58.7958,71.02,17,0,2.91
467,Klaksvik,FO,2022-08-30 20:17:50,62.2266,-6.589,50.92,76,76,11.54
468,Rehoboth,NA,2022-08-30 20:17:50,-23.3167,17.0833,66.56,20,74,4.79
469,Mahon,ES,2022-08-30 20:17:51,39.8885,4.2658,79.36,89,20,3.44
470,Kahului,US,2022-08-30 20:17:51,20.8947,-156.47,83.84,70,20,23.02
471,Denpasar,ID,2022-08-30 20:15:09,-8.65,115.2167,78.46,94,75,2.3
472,Ferme-Neuve,CA,2022-08-30 20:17:51,46.7001,-75.4493,66.74,94,100,13.02
473,Sorland,NO,2022-08-30 20:17:52,67.667,12.6934,49.86,74,100,13.73
474,Gonbad-E Qabus,IR,2022-08-30 20:17:52,37.25,55.1672,75.11,64,0,2.3
475,Pasni,PK,2022-08-30 20:17:52,25.2631,63.471,79.27,83,19,8.99
476,North Battleford,CA,2022-08-30 20:17:53,52.7834,-108.2847,87.4,32,0,13.8
477,Boz,FR,2022-08-30 20:17:53,46.4071,4.9109,66.4,92,50,1.54
478,Vostok,RU,2022-08-30 20:17:53,46.4856,135.8833,47.91,96,1,3.15
479,Mehamn,NO,2022-08-30 20:14:25,71.0357,27.8492,46.35,93,75,5.75
480,Atambua,ID,2022-08-30 20:17:54,-9.1061,124.8925,70.48,86,32,2.8
481,Corinth,GR,2022-08-30 20:17:54,37.9407,22.9573,77.9,55,11,3.0
482,Port Shepstone,ZA,2022-08-30 20:17:54,-30.7414,30.455,58.28,57,61,25.84
483,Tharad,IN,2022-08-30 20:17:54,24.3961,71.6267,83.57,71,36,5.01
484,Quatre Cocos,MU,2022-08-30 20:17:55,-20.2078,57.7625,66.09,75,16,11.54
485,Kachug,RU,2022-08-30 20:17:55,53.9606,105.8817,32.76,79,35,2.64
486,Raudeberg,NO,2022-08-30 20:17:55,61.9875,5.1352,56.07,43,0,15.37
487,Iskateley,RU,2022-08-30 20:17:56,67.6803,53.1512,41.63,86,85,8.41
488,Rocha,UY,2022-08-30 20:13:01,-34.4833,-54.3333,58.19,67,0,7.94
489,Abu Samrah,SY,2022-08-30 20:17:56,35.3029,37.1841,88.21,31,5,5.64
490,Makakilo City,US,2022-08-30 20:17:56,21.3469,-158.0858,82.72,59,20,11.5
491,Klyuchi,RU,2022-08-30 20:17:57,52.2667,79.1667,65.97,38,96,5.48
492,Bamiantong,CN,2022-08-30 20:17:57,44.9333,130.5333,52.81,93,0,2.93
493,Kut Chap,TH,2022-08-30 20:17:57,17.4257,102.5669,78.19,81,28,3.13
494,Marsa Matruh,EG,2022-08-30 20:17:57,31.3525,27.2453,78.85,76,0,9.19
495,Solnechnyy,RU,2022-08-30 20:17:58,50.7214,136.6319,51.73,93,62,3.69
496,Polunochnoye,RU,2022-08-30 20:17:58,60.8697,60.4153,51.3,93,100,4.94
497,Tapes,BR,2022-08-30 20:13:51,-30.6733,-51.3958,60.57,73,10,12.62
498,Hualmay,PE,2022-08-30 20:17:58,-11.0964,-77.6139,66.54,70,10,11.34
499,Wadi Musa,JO,2022-08-30 20:17:59,30.3222,35.4793,81.36,24,0,3.02
500,Ponta Delgada,PT,2022-08-30 20:17:59,37.7333,-25.6667,74.12,88,40,3.44
501,Kefamenanu,ID,2022-08-30 20:17:59,-9.4467,124.4781,68.11,93,18,3.0
502,Tocopilla,CL,2022-08-30 20:16:09,-22.092,-70.1979,65.95,65,19,10.83
503,Anadyr,RU,2022-08-30 20:18:00,64.75,177.4833,48.7,87,75,11.01
504,Nouadhibou,MR,2022-08-30 20:18:00,20.931,-17.0347,80.58,69,40,13.8
505,Valparaiso,CL,2022-08-30 20:15:29,-33.0393,-71.6273,61.0,91,100,2.3
506,Sturgis,US,2022-08-30 20:18:00,41.7992,-85.4192,77.22,54,40,13.8
507,Conakry,GN,2022-08-30 20:18:01,9.538,-13.6773,80.67,94,40,6.91
508,Matara,LK,2022-08-30 20:19:01,5.9485,80.5353,75.63,92,100,11.83
509,Coahuayana,MX,2022-08-30 20:19:01,18.7333,-103.6833,89.67,59,77,6.87
510,Atchison,US,2022-08-30 20:19:02,39.563,-95.1216,89.31,18,0,9.89
511,Placerville,US,2022-08-30 20:18:54,38.7296,-120.7986,96.04,27,0,8.05
512,Buala,SB,2022-08-30 20:19:02,-8.145,159.5921,79.77,83,100,12.06
513,Acapulco,MX,2022-08-30 20:16:21,16.8634,-99.8901,87.62,70,40,6.91
514,Sola,VU,2022-08-30 20:19:03,-13.8833,167.55,79.34,74,76,24.36
515,Hervey Bay,AU,2022-08-30 20:19:03,-25.2986,152.8535,62.64,88,99,6.67
516,Cap Malheureux,MU,2022-08-30 20:19:03,-19.9842,57.6142,66.47,77,0,3.0
517,Aklavik,CA,2022-08-30 20:19:04,68.2191,-135.0107,57.22,60,77,2.44
518,Ligayan,PH,2022-08-30 20:19:04,4.6533,119.4706,82.56,72,100,2.95
519,Ambilobe,MG,2022-08-30 20:19:04,-13.2,49.05,68.49,83,82,2.48
520,Groningen,NL,2022-08-30 20:19:05,53.25,6.75,64.22,67,15,8.05
521,Birao,CF,2022-08-30 20:19:05,10.2849,22.7882,72.81,92,55,3.67
522,Thurso,GB,2022-08-30 20:19:05,58.5927,-3.5259,53.85,81,54,5.39
523,Eureka,US,2022-08-30 20:15:32,40.8021,-124.1637,63.79,72,32,5.26
524,Mawlaik,MM,2022-08-30 20:19:06,23.6333,94.4167,76.01,99,100,0.94
525,Americana,BR,2022-08-30 20:16:16,-22.7392,-47.3314,75.11,34,95,13.29
526,Port Hawkesbury,CA,2022-08-30 20:19:06,45.6169,-61.3485,82.96,78,0,10.36
527,Nan,TH,2022-08-30 20:19:06,18.8333,100.6667,72.5,97,21,0.25
528,Wanlaweyn,SO,2022-08-30 20:17:23,2.6185,44.8938,75.49,79,15,16.6
529,Horsham,GB,2022-08-30 20:19:07,51.064,-0.3272,68.74,71,0,8.05
530,Nueva Helvecia,UY,2022-08-30 20:19:07,-34.3,-57.2333,60.78,57,2,8.86
531,Zhangjiakou,CN,2022-08-30 20:19:08,40.81,114.8794,56.59,74,0,4.79
532,Mareeba,AU,2022-08-30 20:19:08,-17.0,145.4333,66.92,86,96,3.91
533,Na Klang,TH,2022-08-30 20:19:08,17.3072,102.1889,76.73,84,41,3.22
534,Baykit,RU,2022-08-30 20:19:08,61.67,96.37,40.15,98,100,4.5
535,Yerbogachen,RU,2022-08-30 20:19:09,61.2767,108.0108,37.74,93,100,14.29
536,Mayya,RU,2022-08-30 20:19:09,61.7333,130.2811,40.32,95,12,4.25
537,Jizan,SA,2022-08-30 20:19:09,17.3333,42.6667,88.74,53,13,2.19
538,Pangody,RU,2022-08-30 20:19:10,65.85,74.4859,40.3,84,97,20.04
539,Binga,ZW,2022-08-30 20:19:10,-17.6203,27.3414,72.48,38,0,8.12
540,Ban Bung,TH,2022-08-30 20:19:10,18.3081,100.7044,73.96,98,25,1.5
541,Qaqortoq,GL,2022-08-30 20:19:11,60.7167,-46.0333,43.83,71,15,19.15
542,Kieta,PG,2022-08-30 20:19:11,-6.2167,155.6333,78.19,84,78,1.03
543,Moerai,PF,2022-08-30 20:19:11,-22.4333,-151.3333,74.57,79,18,10.18
544,Turukhansk,RU,2022-08-30 20:19:11,65.8167,87.9833,42.33,98,100,6.22
545,Hamilton,US,2022-08-30 20:19:12,39.1834,-84.5333,85.95,49,40,14.97
546,Contamana,PE,2022-08-30 20:19:12,-7.3333,-75.0167,91.15,36,78,3.87
547,Andros Town,BS,2022-08-30 20:19:12,24.7,-77.7667,87.76,65,1,13.69
548,Kropotkin,RU,2022-08-30 20:19:13,45.4375,40.5756,83.32,39,70,5.7
549,Angoche,MZ,2022-08-30 20:19:13,-16.2325,39.9086,74.88,75,0,12.37
550,Mala,PE,2022-08-30 20:19:13,-12.6581,-76.6308,65.97,71,24,8.25
551,Carman,CA,2022-08-30 20:19:14,49.4992,-98.0016,81.52,41,3,8.05
552,Arauli,HN,2022-08-30 20:19:14,13.95,-86.55,79.14,80,93,2.91
553,Tete,MZ,2022-08-30 20:19:14,-16.1564,33.5867,80.69,41,0,14.97
554,Katangli,RU,2022-08-30 20:19:14,51.7102,143.2326,54.12,88,96,6.53
555,Vila Velha,BR,2022-08-30 20:16:50,-20.3297,-40.2925,67.95,73,40,14.97
556,Roura,GF,2022-08-30 20:20:15,4.7263,-52.3274,84.11,74,20,12.66
557,Dawlatabad,AF,2022-08-30 20:20:15,36.4141,64.9053,77.25,15,0,3.44
558,Ridgecrest,US,2022-08-30 20:20:16,35.6225,-117.6709,102.06,18,0,5.99
559,Karratha,AU,2022-08-30 20:20:16,-20.7377,116.8463,69.91,36,99,5.44
